,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG,TRAVELER_ID,cluster,cluster_name
399,여,20,1,12,2,3,4,경기도,제주,2인 가족 여행,3,1,8,summer,3,h003353,6,뉴트럴바이브 듀오 스테이러
400,여,60,2,2,3,5,2,서울특별시,제주,3대 동반 여행(친척 포함),2,4,6,summer,4,h000171,7,패밀리 무드 ON 스탠다드러
401,여,20,1,12,2,2,3,경기도,제주,부모 동반 여행,5,3,6,summer,3,h001538,7,패밀리 무드 ON 스탠다드러
402,남,30,1,2,1,2,4,인천광역시,제주,나홀로 여행,2,0,9,autumn,2,h006222,3,솔로감성 잠깐 리프레시러
403,남,30,2,4,4,3,2,경상남도,제주,부모 동반 여행,9,5,8,summer,4,h002545,0,자연에 진심인 힐링패밀리
404,여,50,2,4,4,2,4,제주특별자치도,제주,2인 여행(가족 외),3,1,8,summer,1,h004949,1,자연집중 번개여행 패밀리
405,여,30,2,3,5,1,4,충청남도,제주,2인 가족 여행,2,1,9,autumn,3,h003565,4,느슨하게 떠나는 듀오 무드러
406,여,40,1,2,4,8,2,서울특별시,제주,2인 여행(가족 외),4,1,6,summer,4,h001666,2,탐험 ON한 듀오 트래블러
407,여,30,2,11,1,1,6,경기도,제주,자녀 동반 여행,2,2,7,summer,6,h001726,7,패밀리 무드 ON 스탠다드러
408,여,50,2,11,1,2,4,대전광역시,제주,자녀 동반 여행,2,2,5,spring,4,h000232,7,패밀리 무드 ON 스탠다드러
409,여,20,1,12,2,1,6,제주특별자치도,제주,나홀로 여행,8,0,7,summer,2,h001838,3,솔로감성 잠깐 리프레시러
410,남,40,2,11,2,3,4,제주특별자치도,제주,자녀 동반 여행,1,2,6,summer,1,h001614,1,자연집중 번개여행 패밀리
411,남,30,2,13,12,1,4,경기도,제주,자녀 동반 여행,1,3,7,summer,7,h001516,5,차분템포 자연수집 패밀리
412,남,30,1,12,2,2,5,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,4,h001250,6,뉴트럴바이브 듀오 스테이러
413,남,30,2,3,4,4,4,서울특별시,제주,자녀 동반 여행,1,2,7,summer,5,h002492,7,패밀리 무드 ON 스탠다드러
414,여,50,2,11,1,1,4,경상남도,제주,자녀 동반 여행,7,2,6,summer,4,h000760,7,패밀리 무드 ON 스탠다드러
415,여,40,1,3,5,1,4,울산광역시,제주,2인 여행(가족 외),1,1,6,summer,3,h000873,4,느슨하게 떠나는 듀오 무드러
416,여,40,2,3,5,4,2,서울특별시,제주,나홀로 여행,4,0,7,summer,3,h001768,4,느슨하게 떠나는 듀오 무드러
417,남,20,1,4,3,2,4,인천광역시,제주,3인 이상 여행(가족 외),1,3,9,autumn,3,h005433,7,패밀리 무드 ON 스탠다드러
418,여,20,1,3,3,6,3,광주광역시,제주,나홀로 여행,2,0,7,summer,7,h001373,2,탐험 ON한 듀오 트래블러
419,여,20,4,4,4,5,4,서울특별시,제주,3인 이상 여행(가족 외),7,2,8,summer,3,h005889,2,탐험 ON한 듀오 트래블러
420,여,20,1,3,9,4,6,서울특별시,제주,3인 이상 여행(가족 외),1,3,6,summer,4,h001184,5,차분템포 자연수집 패밀리
421,여,40,2,2,2,3,3,서울특별시,제주,나홀로 여행,1,0,6,summer,3,h001228,6,뉴트럴바이브 듀오 스테이러
422,여,50,1,2,8,1,1,서울특별시,제주,부모 동반 여행,3,5,6,summer,4,h000482,0,자연에 진심인 힐링패밀리
423,남,40,2,2,8,2,4,경상북도,제주,3대 동반 여행(친척 포함),2,5,6,summer,6,h001612,5,차분템포 자연수집 패밀리
424,여,20,1,2,4,4,1,충청북도,제주,나홀로 여행,4,0,7,summer,3,h001697,4,느슨하게 떠나는 듀오 무드러
425,남,30,1,2,1,3,1,경기도,제주,2인 여행(가족 외),2,1,6,summer,4,h001497,6,뉴트럴바이브 듀오 스테이러
426,남,30,1,3,2,4,4,대전광역시,제주,2인 여행(가족 외),1,1,7,summer,3,h002435,6,뉴트럴바이브 듀오 스테이러
427,여,20,1,3,4,1,4,대구광역시,제주,2인 가족 여행,5,1,7,summer,3,h001844,4,느슨하게 떠나는 듀오 무드러
428,남,20,1,12,1,1,2,충청북도,제주,2인 여행(가족 외),1,1,8,summer,4,h004326,6,뉴트럴바이브 듀오 스테이러
429,여,20,1,2,3,1,1,제주특별자치도,제주,2인 여행(가족 외),1,1,8,summer,2,h003159,6,뉴트럴바이브 듀오 스테이러
430,남,50,2,3,5,2,1,경상남도,제주,자녀 동반 여행,2,3,7,summer,4,h002474,7,패밀리 무드 ON 스탠다드러
431,남,40,4,3,7,1,4,제주특별자치도,제주,나홀로 여행,1,0,8,summer,1,h003266,3,솔로감성 잠깐 리프레시러
432,여,40,1,3,5,5,1,경기도,제주,나홀로 여행,6,0,8,summer,4,h004962,4,느슨하게 떠나는 듀오 무드러
433,남,30,2,3,7,2,3,서울특별시,제주,2인 가족 여행,9,1,6,summer,3,h000173,5,차분템포 자연수집 패밀리
434,남,20,1,2,5,2,2,대구광역시,제주,나홀로 여행,7,0,7,summer,4,h001991,4,느슨하게 떠나는 듀오 무드러
435,남,30,1,12,2,5,4,서울특별시,제주,2인 여행(가족 외),9,1,6,summer,1,h000571,3,솔로감성 잠깐 리프레시러
436,여,30,1,12,3,3,4,경기도,제주,2인 여행(가족 외),1,1,9,autumn,3,h005888,4,느슨하게 떠나는 듀오 무드러
437,여,30,1,12,2,1,6,경기도,제주,3인 이상 여행(가족 외),2,4,7,summer,4,h000821,7,패밀리 무드 ON 스탠다드러
438,여,30,2,2,5,2,5,서울특별시,제주,2인 가족 여행,3,1,6,summer,3,h001750,4,느슨하게 떠나는 듀오 무드러
439,남,20,1,4,4,1,2,대전광역시,제주,나홀로 여행,2,0,5,spring,3,h000106,4,느슨하게 떠나는 듀오 무드러
440,남,30,1,3,5,1,2,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,1,h006669,3,솔로감성 잠깐 리프레시러
441,여,40,2,2,3,4,7,제주특별자치도,제주,3인 이상 여행(가족 외),2,2,7,summer,2,h002493,1,자연집중 번개여행 패밀리
442,여,20,1,12,1,1,1,서울특별시,제주,나홀로 여행,4,0,8,summer,3,h005193,6,뉴트럴바이브 듀오 스테이러
443,남,50,1,1,9,4,2,서울특별시,제주,나홀로 여행,4,0,7,summer,4,h001200,5,차분템포 자연수집 패밀리
444,여,50,2,4,3,2,2,서울특별시,제주,3대 동반 여행(친척 포함),3,3,6,summer,8,h001288,7,패밀리 무드 ON 스탠다드러
445,남,20,1,4,5,2,4,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1,h006624,3,솔로감성 잠깐 리프레시러
446,여,50,2,2,2,10,4,경상북도,제주,3대 동반 여행(친척 포함),3,4,6,summer,8,h000899,2,탐험 ON한 듀오 트래블러
447,남,50,2,1,12,4,3,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3,h000301,5,차분템포 자연수집 패밀리
448,여,40,2,3,1,1,4,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1,h006703,3,솔로감성 잠깐 리프레시러
449,남,20,1,12,1,1,4,광주광역시,제주,2인 여행(가족 외),2,1,8,summer,4,h004919,6,뉴트럴바이브 듀오 스테이러
450,여,20,1,3,3,1,6,경기도,제주,2인 여행(가족 외),3,1,6,summer,3,h001511,4,느슨하게 떠나는 듀오 무드러
451,남,30,1,12,2,3,5,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3,h005466,6,뉴트럴바이브 듀오 스테이러
452,남,30,1,4,4,3,4,서울특별시,제주,3대 동반 여행(친척 포함),1,2,9,autumn,2,h006102,3,솔로감성 잠깐 리프레시러
453,남,30,1,13,4,1,1,인천광역시,제주,2인 여행(가족 외),3,1,7,summer,3,h001581,4,느슨하게 떠나는 듀오 무드러
454,남,40,1,13,6,2,2,경기도,제주,2인 여행(가족 외),2,1,6,summer,3,h001207,4,느슨하게 떠나는 듀오 무드러
455,남,40,1,4,4,1,2,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3,h002449,4,느슨하게 떠나는 듀오 무드러
456,여,30,1,12,1,1,4,전라남도,제주,2인 여행(가족 외),1,1,8,summer,4,h002452,6,뉴트럴바이브 듀오 스테이러
457,남,20,1,12,2,5,1,경기도,제주,나홀로 여행,2,0,8,summer,3,h004332,6,뉴트럴바이브 듀오 스테이러
458,남,30,2,13,5,10,4,경상남도,제주,자녀 동반 여행,2,2,8,summer,4,h003596,2,탐험 ON한 듀오 트래블러
459,여,30,1,2,4,7,1,경기도,제주,부모 동반 여행,2,4,7,summer,3,h001493,2,탐험 ON한 듀오 트래블러
460,남,40,2,1,8,4,3,서울특별시,제주,2인 가족 여행,2,1,7,summer,3,h001643,5,차분템포 자연수집 패밀리
461,남,40,2,2,4,10,2,강원도,제주,자녀 동반 여행,2,2,7,summer,3,h001690,2,탐험 ON한 듀오 트래블러
462,여,40,2,3,5,3,2,서울특별시,제주,자녀 동반 여행,2,2,6,summer,4,h001330,4,느슨하게 떠나는 듀오 무드러
463,여,20,1,3,5,1,4,인천광역시,제주,나홀로 여행,2,0,6,summer,3,h001528,4,느슨하게 떠나는 듀오 무드러
464,여,20,1,12,2,2,4,서울특별시,제주,2인 여행(가족 외),9,1,8,summer,3,h005462,6,뉴트럴바이브 듀오 스테이러
465,남,50,2,11,1,2,1,서울특별시,제주,3대 동반 여행(친척 포함),8,4,5,spring,3,h000125,7,패밀리 무드 ON 스탠다드러
466,여,30,2,2,4,6,4,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1,h006678,1,자연집중 번개여행 패밀리
467,남,20,1,1,10,1,2,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,4,h004244,5,차분템포 자연수집 패밀리
468,여,30,1,3,6,5,6,경기도,제주,나홀로 여행,1,0,6,summer,4,h001205,4,느슨하게 떠나는 듀오 무드러
469,남,20,1,3,4,3,6,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,2,h001160,4,느슨하게 떠나는 듀오 무드러
470,남,20,1,2,4,5,2,제주특별자치도,제주,부모 동반 여행,6,2,5,spring,2,h000259,1,자연집중 번개여행 패밀리
471,여,20,1,3,5,1,3,서울특별시,제주,3인 이상 여행(가족 외),3,2,6,summer,3,h001270,4,느슨하게 떠나는 듀오 무드러
472,여,30,1,4,3,4,1,서울특별시,제주,나홀로 여행,1,0,5,spring,3,h000080,4,느슨하게 떠나는 듀오 무드러
473,여,20,1,3,4,2,6,충청북도,제주,2인 여행(가족 외),2,1,8,summer,4,h003729,4,느슨하게 떠나는 듀오 무드러
474,여,50,2,4,4,1,1,세종특별자치시,제주,3대 동반 여행(친척 포함),3,3,7,summer,3,h000616,7,패밀리 무드 ON 스탠다드러
475,여,30,1,2,5,5,4,전라북도,제주,2인 여행(가족 외),2,1,7,summer,4,h001078,4,느슨하게 떠나는 듀오 무드러
476,남,40,2,1,8,1,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,2,7,summer,2,h001865,5,차분템포 자연수집 패밀리
477,여,30,1,1,6,3,1,서울특별시,제주,2인 여행(가족 외),2,1,5,spring,5,h000271,4,느슨하게 떠나는 듀오 무드러
478,여,20,1,4,4,1,2,부산광역시,제주,2인 여행(가족 외),6,1,6,summer,5,h000852,4,느슨하게 떠나는 듀오 무드러
479,남,20,1,8,6,1,2,서울특별시,제주,3인 이상 여행(가족 외),2,3,6,summer,4,h000203,5,차분템포 자연수집 패밀리
480,남,20,1,2,6,1,4,경기도,제주,2인 여행(가족 외),2,1,8,summer,5,h003140,5,차분템포 자연수집 패밀리
481,남,30,1,3,3,3,4,충청남도,제주,나홀로 여행,1,0,6,summer,4,h000724,4,느슨하게 떠나는 듀오 무드러
482,남,30,2,2,5,4,2,부산광역시,제주,2인 가족 여행,3,1,8,summer,4,h003343,4,느슨하게 떠나는 듀오 무드러
483,여,30,1,3,5,1,6,인천광역시,제주,2인 여행(가족 외),2,1,5,spring,3,h000124,4,느슨하게 떠나는 듀오 무드러
484,여,20,1,3,4,4,3,서울특별시,제주,나홀로 여행,2,0,5,spring,4,h000113,4,느슨하게 떠나는 듀오 무드러
485,남,20,1,3,3,1,3,경상남도,제주,2인 여행(가족 외),2,1,5,spring,5,h000172,6,뉴트럴바이브 듀오 스테이러
486,남,50,2,2,7,4,2,경기도,제주,3대 동반 여행(친척 포함),3,4,7,summer,5,h002113,5,차분템포 자연수집 패밀리
487,여,30,2,3,5,5,3,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,3,h001131,4,느슨하게 떠나는 듀오 무드러
488,여,30,1,4,3,1,1,제주특별자치도,제주,2인 여행(가족 외),2,1,9,autumn,1,h006438,3,솔로감성 잠깐 리프레시러
489,여,50,2,13,2,3,4,제주특별자치도,제주,2인 가족 여행,10,1,6,summer,2,h000245,3,솔로감성 잠깐 리프레시러
490,여,20,1,4,3,2,1,대구광역시,제주,3인 이상 여행(가족 외),3,2,5,spring,4,h000267,6,뉴트럴바이브 듀오 스테이러
491,여,30,2,3,4,3,1,제주특별자치도,제주,2인 여행(가족 외),5,1,8,summer,1,h002785,1,자연집중 번개여행 패밀리
492,여,50,1,3,5,6,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3,h001372,2,탐험 ON한 듀오 트래블러
493,여,30,2,2,4,2,6,서울특별시,제주,2인 가족 여행,1,1,5,spring,3,h000204,4,느슨하게 떠나는 듀오 무드러
494,여,50,2,5,3,5,5,대구광역시,제주,2인 가족 여행,8,1,8,summer,3,h004288,2,탐험 ON한 듀오 트래블러
495,여,50,2,3,7,4,2,경기도,제주,2인 여행(가족 외),1,1,6,summer,3,h001355,5,차분템포 자연수집 패밀리
496,여,40,2,2,4,4,3,경기도,제주,3인 이상 여행(가족 외),2,3,7,summer,4,h002006,7,패밀리 무드 ON 스탠다드러
497,남,40,2,2,5,3,4,제주특별자치도,제주,2인 가족 여행,9,1,8,summer,2,h002658,1,자연집중 번개여행 패밀리
498,남,30,2,3,3,1,2,제주특별자치도,제주,나홀로 여행,2,0,6,summer,1,h001245,3,솔로감성 잠깐 리프레시러
499,여,40,1,3,4,1,2,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1,h006439,3,솔로감성 잠깐 리프레시러
500,남,20,1,12,1,1,4,경기도,제주,나홀로 여행,6,0,8,summer,5,h004530,6,뉴트럴바이브 듀오 스테이러
501,여,30,1,2,6,1,4,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4,h001161,4,느슨하게 떠나는 듀오 무드러
502,여,20,1,2,5,2,4,부산광역시,제주,2인 여행(가족 외),3,1,8,summer,4,h002819,4,느슨하게 떠나는 듀오 무드러
503,여,30,1,12,3,3,1,인천광역시,제주,2인 여행(가족 외),3,1,8,summer,4,h003386,6,뉴트럴바이브 듀오 스테이러
504,남,20,1,3,4,2,2,서울특별시,제주,2인 여행(가족 외),7,1,6,summer,3,h000617,4,느슨하게 떠나는 듀오 무드러
505,남,20,1,12,1,2,4,전라남도,제주,2인 여행(가족 외),2,1,6,summer,4,h001054,6,뉴트럴바이브 듀오 스테이러
506,여,20,1,1,2,5,3,경기도,제주,2인 여행(가족 외),1,1,7,summer,5,h002347,6,뉴트럴바이브 듀오 스테이러
507,여,30,1,5,4,1,1,제주특별자치도,제주,나홀로 여행,6,0,8,summer,1,h003419,3,솔로감성 잠깐 리프레시러
508,여,60,2,1,3,2,2,제주특별자치도,제주,2인 여행(가족 외),1,1,7,summer,3,h001705,4,느슨하게 떠나는 듀오 무드러
509,남,40,2,7,6,1,6,경기도,제주,나홀로 여행,1,0,7,summer,3,h002327,4,느슨하게 떠나는 듀오 무드러
510,여,40,2,3,4,1,1,서울특별시,제주,나홀로 여행,4,0,7,summer,3,h001935,4,느슨하게 떠나는 듀오 무드러
511,여,50,2,3,4,1,3,제주특별자치도,제주,3대 동반 여행(친척 포함),1,2,9,autumn,1,h006533,1,자연집중 번개여행 패밀리
512,남,20,1,12,2,4,2,경기도,제주,3인 이상 여행(가족 외),3,3,7,summer,5,h002099,7,패밀리 무드 ON 스탠다드러
513,여,20,1,12,2,6,5,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,4,h001255,2,탐험 ON한 듀오 트래블러
514,여,50,2,3,5,2,2,경상남도,제주,2인 여행(가족 외),1,1,6,summer,3,h000763,4,느슨하게 떠나는 듀오 무드러
515,남,40,1,13,5,2,2,경기도,제주,2인 여행(가족 외),2,1,7,summer,4,h002277,4,느슨하게 떠나는 듀오 무드러
516,여,20,1,12,2,2,3,인천광역시,제주,2인 여행(가족 외),2,1,8,summer,3,h005580,6,뉴트럴바이브 듀오 스테이러
517,여,50,4,4,3,2,2,서울특별시,제주,2인 가족 여행,1,1,8,summer,5,h004911,4,느슨하게 떠나는 듀오 무드러
518,여,20,1,12,3,4,5,광주광역시,제주,3인 이상 여행(가족 외),1,2,7,summer,3,h001695,6,뉴트럴바이브 듀오 스테이러
519,여,30,1,2,4,4,2,경기도,제주,2인 여행(가족 외),1,1,8,summer,4,h003451,4,느슨하게 떠나는 듀오 무드러
520,남,20,1,12,2,5,2,전라북도,제주,3인 이상 여행(가족 외),3,3,8,summer,4,h004362,7,패밀리 무드 ON 스탠다드러
521,남,50,2,3,8,4,1,충청북도,제주,2인 여행(가족 외),7,1,8,summer,1,h003278,5,차분템포 자연수집 패밀리
522,남,30,1,12,2,4,2,강원도,제주,2인 여행(가족 외),3,1,6,summer,4,h001481,6,뉴트럴바이브 듀오 스테이러
523,남,20,1,3,4,4,1,전라북도,제주,2인 여행(가족 외),2,1,7,summer,3,h001955,6,뉴트럴바이브 듀오 스테이러
524,여,30,1,2,1,1,6,강원도,제주,3인 이상 여행(가족 외),10,3,6,summer,4,h001326,7,패밀리 무드 ON 스탠다드러
525,여,30,1,12,1,4,4,경상남도,제주,2인 여행(가족 외),3,1,8,summer,4,h005309,6,뉴트럴바이브 듀오 스테이러
526,여,20,1,2,3,1,1,대구광역시,제주,2인 가족 여행,1,1,6,summer,3,h001252,6,뉴트럴바이브 듀오 스테이러
527,여,20,1,2,2,1,3,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,5,h003058,6,뉴트럴바이브 듀오 스테이러
528,여,30,1,2,4,2,2,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,4,h002721,4,느슨하게 떠나는 듀오 무드러
529,남,20,1,2,5,7,5,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,2,h005763,2,탐험 ON한 듀오 트래블러
530,남,30,1,2,4,11,6,경기도,제주,2인 여행(가족 외),10,1,8,summer,3,h005390,2,탐험 ON한 듀오 트래블러
531,여,40,1,2,4,1,1,경기도,제주,2인 여행(가족 외),1,1,7,summer,4,h002039,4,느슨하게 떠나는 듀오 무드러
532,남,50,2,4,7,1,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3,h001124,5,차분템포 자연수집 패밀리
533,남,40,2,2,6,2,2,제주특별자치도,제주,자녀 동반 여행,7,3,7,summer,1,h000799,1,자연집중 번개여행 패밀리
534,여,30,1,12,1,5,2,경기도,제주,2인 여행(가족 외),1,1,8,summer,3,h005345,6,뉴트럴바이브 듀오 스테이러
535,여,20,1,2,3,1,4,부산광역시,제주,나홀로 여행,1,0,6,summer,4,h000286,4,느슨하게 떠나는 듀오 무드러
536,여,50,2,1,6,5,1,서울특별시,제주,자녀 동반 여행,2,2,6,summer,4,h000898,5,차분템포 자연수집 패밀리
537,여,30,1,2,4,3,4,부산광역시,제주,나홀로 여행,1,0,7,summer,5,h001663,4,느슨하게 떠나는 듀오 무드러
538,여,30,1,4,3,2,1,서울특별시,제주,2인 여행(가족 외),7,1,8,summer,3,h003642,6,뉴트럴바이브 듀오 스테이러
539,남,30,2,11,3,3,1,경상북도,제주,자녀 동반 여행,3,2,8,summer,4,h003135,7,패밀리 무드 ON 스탠다드러
540,여,20,1,13,5,1,5,서울특별시,제주,나홀로 여행,1,0,5,spring,3,h000076,4,느슨하게 떠나는 듀오 무드러
541,남,50,2,2,5,4,6,제주특별자치도,제주,자녀 동반 여행,2,3,8,summer,3,h003560,5,차분템포 자연수집 패밀리
542,남,30,1,4,2,1,6,서울특별시,제주,3대 동반 여행(친척 포함),1,2,7,summer,4,h002387,7,패밀리 무드 ON 스탠다드러
543,여,20,1,12,1,2,1,울산광역시,제주,2인 여행(가족 외),2,1,8,summer,3,h004712,6,뉴트럴바이브 듀오 스테이러
544,여,30,2,3,1,1,1,서울특별시,제주,나홀로 여행,4,0,8,summer,3,h003872,6,뉴트럴바이브 듀오 스테이러
545,남,30,1,12,3,1,1,인천광역시,제주,2인 여행(가족 외),1,1,8,summer,3,h005518,6,뉴트럴바이브 듀오 스테이러
546,여,30,2,4,4,1,3,제주특별자치도,제주,자녀 동반 여행,3,2,8,summer,1,h003273,1,자연집중 번개여행 패밀리
547,남,50,2,13,4,1,4,제주특별자치도,제주,2인 여행(가족 외),6,1,8,summer,1,h005288,3,솔로감성 잠깐 리프레시러
548,여,50,1,2,4,4,2,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,7,summer,1,h002610,1,자연집중 번개여행 패밀리
549,남,30,1,12,2,4,4,경상북도,제주,2인 여행(가족 외),3,1,8,summer,3,h005037,6,뉴트럴바이브 듀오 스테이러
550,남,20,1,12,1,4,5,대구광역시,제주,2인 여행(가족 외),1,1,8,summer,3,h003322,6,뉴트럴바이브 듀오 스테이러
551,여,30,1,2,4,1,1,인천광역시,제주,2인 여행(가족 외),10,1,6,summer,3,h000723,4,느슨하게 떠나는 듀오 무드러
552,여,30,1,3,4,1,1,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3,h005198,4,느슨하게 떠나는 듀오 무드러
553,여,40,2,3,5,3,1,경기도,제주,자녀 동반 여행,3,2,8,summer,5,h002629,7,패밀리 무드 ON 스탠다드러
554,여,20,1,2,4,2,1,경기도,제주,부모 동반 여행,2,2,8,summer,4,h002129,6,뉴트럴바이브 듀오 스테이러
555,여,50,4,2,4,1,1,광주광역시,제주,2인 여행(가족 외),3,1,6,summer,3,h000597,4,느슨하게 떠나는 듀오 무드러
556,여,30,2,2,6,4,2,서울특별시,제주,자녀 동반 여행,2,2,7,summer,4,h002466,5,차분템포 자연수집 패밀리
557,여,20,1,12,1,3,4,울산광역시,제주,2인 여행(가족 외),1,1,5,spring,3,h000340,6,뉴트럴바이브 듀오 스테이러
558,남,20,1,10,2,4,5,경기도,제주,나홀로 여행,4,0,7,summer,4,h001914,6,뉴트럴바이브 듀오 스테이러
559,여,20,1,12,1,2,3,서울특별시,제주,나홀로 여행,1,0,8,summer,3,h004124,6,뉴트럴바이브 듀오 스테이러
560,여,30,1,12,1,1,3,경기도,제주,2인 여행(가족 외),1,1,8,summer,3,h005113,6,뉴트럴바이브 듀오 스테이러
561,여,20,1,12,3,5,5,경기도,제주,3인 이상 여행(가족 외),3,3,8,summer,4,h005212,7,패밀리 무드 ON 스탠다드러
562,여,40,2,11,1,4,1,충청남도,제주,2인 가족 여행,3,1,6,summer,4,h001293,6,뉴트럴바이브 듀오 스테이러
563,여,20,1,5,4,2,3,경기도,제주,나홀로 여행,1,0,6,summer,3,h001218,4,느슨하게 떠나는 듀오 무드러
564,남,30,1,12,2,5,6,경상남도,제주,2인 여행(가족 외),2,1,6,summer,4,h000627,6,뉴트럴바이브 듀오 스테이러
565,여,20,1,2,4,1,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,5,h001404,4,느슨하게 떠나는 듀오 무드러
566,남,30,2,2,5,6,6,제주특별자치도,제주,자녀 동반 여행,6,1,8,summer,1,h003265,1,자연집중 번개여행 패밀리
567,남,30,1,13,3,1,7,경기도,제주,나홀로 여행,5,0,5,spring,3,h000073,4,느슨하게 떠나는 듀오 무드러
568,남,30,1,12,2,6,2,대전광역시,제주,2인 여행(가족 외),3,1,8,summer,3,h004184,2,탐험 ON한 듀오 트래블러
569,남,40,2,2,6,1,3,제주특별자치도,제주,2인 가족 여행,1,1,6,summer,1,h001287,1,자연집중 번개여행 패밀리
570,여,20,1,3,4,6,1,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3,h003571,2,탐험 ON한 듀오 트래블러
571,여,30,1,2,4,10,2,서울특별시,제주,2인 여행(가족 외),1,1,5,spring,3,h000233,2,탐험 ON한 듀오 트래블러
572,남,20,1,12,1,5,1,부산광역시,제주,2인 여행(가족 외),3,1,7,summer,3,h002140,6,뉴트럴바이브 듀오 스테이러
573,남,20,1,12,1,4,2,서울특별시,제주,나홀로 여행,2,0,8,summer,4,h003218,6,뉴트럴바이브 듀오 스테이러
574,남,40,2,7,6,5,3,충청남도,제주,3대 동반 여행(친척 포함),3,6,7,summer,5,h002027,0,자연에 진심인 힐링패밀리
575,여,20,1,12,1,3,2,서울특별시,제주,나홀로 여행,4,0,8,summer,3,h005831,6,뉴트럴바이브 듀오 스테이러
576,여,40,1,2,4,2,5,서울특별시,제주,나홀로 여행,7,0,6,summer,5,h001668,4,느슨하게 떠나는 듀오 무드러
577,여,50,2,1,5,1,1,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,6,summer,2,h000150,1,자연집중 번개여행 패밀리
578,남,50,2,2,11,2,4,경기도,제주,자녀 동반 여행,2,1,8,summer,5,h002592,5,차분템포 자연수집 패밀리
579,여,20,1,12,1,2,6,경상북도,제주,나홀로 여행,1,0,7,summer,3,h002014,6,뉴트럴바이브 듀오 스테이러
580,남,40,2,13,4,2,2,제주특별자치도,제주,자녀 동반 여행,3,2,9,autumn,1,h006470,1,자연집중 번개여행 패밀리
581,남,40,2,7,6,8,3,경기도,제주,3인 이상 여행(가족 외),2,2,5,spring,6,h000221,2,탐험 ON한 듀오 트래블러
582,여,20,1,3,4,1,6,대구광역시,제주,나홀로 여행,5,0,6,summer,4,h000194,4,느슨하게 떠나는 듀오 무드러
583,여,40,2,11,3,2,3,대구광역시,제주,자녀 동반 여행,3,5,5,spring,7,h000212,0,자연에 진심인 힐링패밀리
584,남,40,1,13,5,1,2,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3,h002046,4,느슨하게 떠나는 듀오 무드러
585,남,40,2,3,7,2,3,제주특별자치도,제주,자녀 동반 여행,2,3,8,summer,3,h003481,5,차분템포 자연수집 패밀리
586,여,20,1,12,1,2,1,제주특별자치도,제주,2인 여행(가족 외),2,1,7,summer,2,h001240,6,뉴트럴바이브 듀오 스테이러
587,남,30,2,2,5,2,6,경상남도,제주,2인 가족 여행,9,1,6,summer,3,h001292,4,느슨하게 떠나는 듀오 무드러
588,여,50,2,3,1,1,1,제주특별자치도,제주,자녀 동반 여행,10,1,9,autumn,1,h006870,3,솔로감성 잠깐 리프레시러
589,여,50,2,2,4,2,1,서울특별시,제주,2인 가족 여행,2,1,5,spring,4,h000069,4,느슨하게 떠나는 듀오 무드러
590,남,60,2,2,3,2,2,경기도,제주,2인 여행(가족 외),2,1,9,autumn,4,h003359,6,뉴트럴바이브 듀오 스테이러
591,여,50,2,11,2,5,4,경기도,제주,자녀 동반 여행,2,2,6,summer,5,h001182,7,패밀리 무드 ON 스탠다드러
592,남,30,1,12,1,3,2,경상남도,제주,2인 여행(가족 외),3,1,8,summer,3,h003543,6,뉴트럴바이브 듀오 스테이러
593,여,40,2,11,2,3,4,경기도,제주,3대 동반 여행(친척 포함),9,7,6,summer,3,h000475,0,자연에 진심인 힐링패밀리
594,여,40,2,3,3,10,2,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,3,h000008,2,탐험 ON한 듀오 트래블러
