,TRAVELER_ID,GENDER,AGE_GRP,MARR_STTS,JOB_NM,INCOME,TRAVEL_NUM,TRAVEL_STYL_1,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,MONTH,SEASON,HOW_LONG
744,h001184,여,20,1,3,9,4,6,서울특별시,제주,3인 이상 여행(가족 외),1,3,6,summer,4
745,g003373,여,20,1,3,4,1,3,서울특별시,전북,2인 여행(가족 외),1,1,7,summer,2
746,g002682,여,30,2,3,4,1,4,충청북도,충북,자녀 동반 여행,2,3,6,summer,2
747,h001228,여,40,2,2,2,3,3,서울특별시,제주,나홀로 여행,1,0,6,summer,3
748,h000482,여,50,1,2,8,1,1,서울특별시,제주,부모 동반 여행,3,5,6,summer,4
749,h001612,남,40,2,2,8,2,4,경상북도,제주,3대 동반 여행(친척 포함),2,5,6,summer,6
750,f005165,여,30,1,3,4,1,1,광주광역시,경남,나홀로 여행,2,0,8,summer,2
751,h001697,여,20,1,2,4,4,1,충청북도,제주,나홀로 여행,4,0,7,summer,3
752,g000895,남,40,1,7,9,2,1,서울특별시,충남,3인 이상 여행(가족 외),1,8,6,summer,2
753,h001497,남,30,1,2,1,3,1,경기도,제주,2인 여행(가족 외),2,1,6,summer,4
754,h002435,남,30,1,3,2,4,4,대전광역시,제주,2인 여행(가족 외),1,1,7,summer,3
755,h001844,여,20,1,3,4,1,4,대구광역시,제주,2인 가족 여행,5,1,7,summer,3
756,e007268,남,50,2,11,2,1,2,경기도,인천,자녀 동반 여행,6,3,8,summer,1
757,h004326,남,20,1,12,1,1,2,충청북도,제주,2인 여행(가족 외),1,1,8,summer,4
758,h003159,여,20,1,2,3,1,1,제주특별자치도,제주,2인 여행(가족 외),1,1,8,summer,2
759,h002474,남,50,2,3,5,2,1,경상남도,제주,자녀 동반 여행,2,3,7,summer,4
760,h003266,남,40,4,3,7,1,4,제주특별자치도,제주,나홀로 여행,1,0,8,summer,1
761,h004962,여,40,1,3,5,5,1,경기도,제주,나홀로 여행,6,0,8,summer,4
762,h000173,남,30,2,3,7,2,3,서울특별시,제주,2인 가족 여행,9,1,6,summer,3
763,h001991,남,20,1,2,5,2,2,대구광역시,제주,나홀로 여행,7,0,7,summer,4
764,h000571,남,30,1,12,2,5,4,서울특별시,제주,2인 여행(가족 외),9,1,6,summer,1
765,g002263,남,20,1,12,1,1,1,전라북도,충남,부모 동반 여행,3,2,6,summer,2
766,h005888,여,30,1,12,3,3,4,경기도,제주,2인 여행(가족 외),1,1,9,autumn,3
767,h000821,여,30,1,12,2,1,6,경기도,제주,3인 이상 여행(가족 외),2,4,7,summer,4
768,e001367,남,40,2,3,8,1,1,경기도,서울,자녀 동반 여행,3,1,5,spring,2
769,e003704,여,60,2,13,4,1,1,서울특별시,인천,2인 여행(가족 외),1,1,6,summer,1
770,e003739,남,30,2,2,5,1,1,경기도,경기,3인 이상 여행(가족 외),1,6,6,summer,2
771,h001750,여,30,2,2,5,2,5,서울특별시,제주,2인 가족 여행,3,1,6,summer,3
772,h000106,남,20,1,4,4,1,2,대전광역시,제주,나홀로 여행,2,0,5,spring,3
773,h006669,남,30,1,3,5,1,2,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,1
774,e002487,여,30,2,3,4,5,3,강원도,서울,2인 여행(가족 외),2,1,6,summer,2
775,h006132,남,30,2,3,7,2,2,경기도,도서 지역,자녀 동반 여행,2,3,9,autumn,1
776,e004220,남,20,1,4,3,2,5,경기도,인천,나홀로 여행,7,0,7,summer,2
777,h001656,여,30,1,13,1,3,4,경기도,도서 지역,2인 여행(가족 외),1,1,7,summer,3
778,h002493,여,40,2,2,3,4,7,제주특별자치도,제주,3인 이상 여행(가족 외),2,2,7,summer,2
779,h005193,여,20,1,12,1,1,1,서울특별시,제주,나홀로 여행,4,0,8,summer,3
780,h001200,남,50,1,1,9,4,2,서울특별시,제주,나홀로 여행,4,0,7,summer,4
781,h001288,여,50,2,4,3,2,2,서울특별시,제주,3대 동반 여행(친척 포함),3,3,6,summer,8
782,h006624,남,20,1,4,5,2,4,제주특별자치도,제주,나홀로 여행,1,0,9,autumn,1
783,e003496,여,40,1,3,4,3,2,충청북도,인천,3인 이상 여행(가족 외),3,2,7,summer,2
784,h000899,여,50,2,2,2,10,4,경상북도,제주,3대 동반 여행(친척 포함),3,4,6,summer,8
785,h000301,남,50,2,1,12,4,3,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3
786,h006703,여,40,2,3,1,1,4,제주특별자치도,제주,2인 여행(가족 외),1,1,9,autumn,1
787,g001897,여,20,1,3,5,4,4,부산광역시,광주,나홀로 여행,8,0,6,summer,2
788,g003044,여,30,1,2,4,3,3,광주광역시,전남,2인 여행(가족 외),3,1,6,summer,1
789,h004919,남,20,1,12,1,1,4,광주광역시,제주,2인 여행(가족 외),2,1,8,summer,4
790,h001511,여,20,1,3,3,1,6,경기도,제주,2인 여행(가족 외),3,1,6,summer,3
791,f004503,남,20,1,12,2,4,2,경기도,강원,나홀로 여행,4,0,8,summer,2
792,h005466,남,30,1,12,2,3,5,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3
793,h006102,남,30,1,4,4,3,4,서울특별시,제주,3대 동반 여행(친척 포함),1,2,9,autumn,2
794,f001311,여,50,2,3,4,4,2,대구광역시,경남,3인 이상 여행(가족 외),3,13,6,summer,2
795,e003448,여,20,1,12,1,5,2,경기도,도서 지역,2인 여행(가족 외),7,1,6,summer,2
796,h001581,남,30,1,13,4,1,1,인천광역시,제주,2인 여행(가족 외),3,1,7,summer,3
797,g003720,여,20,1,12,2,3,2,경기도,충남,2인 여행(가족 외),2,1,7,summer,2
798,h001207,남,40,1,13,6,2,2,경기도,제주,2인 여행(가족 외),2,1,6,summer,3
799,h002449,남,40,1,4,4,1,2,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3
800,e002466,여,30,2,11,1,1,2,경기도,경기,2인 가족 여행,3,1,6,summer,1
801,h002452,여,30,1,12,1,1,4,전라남도,제주,2인 여행(가족 외),1,1,8,summer,4
802,e001273,여,20,1,4,1,2,4,경기도,서울,2인 가족 여행,1,1,5,spring,2
803,e005293,여,30,2,3,4,2,5,부산광역시,서울,2인 여행(가족 외),1,1,7,summer,2
804,g003910,여,40,1,4,4,3,1,광주광역시,전남,3인 이상 여행(가족 외),1,3,7,summer,2
805,h004332,남,20,1,12,2,5,1,경기도,제주,나홀로 여행,2,0,8,summer,3
806,e001438,남,30,1,3,4,2,4,서울특별시,경기,나홀로 여행,1,0,6,summer,2
807,f001701,여,30,2,3,6,1,3,경기도,경북,자녀 동반 여행,2,2,5,spring,2
808,h003596,남,30,2,13,5,10,4,경상남도,제주,자녀 동반 여행,2,2,8,summer,4
809,g003076,남,20,1,4,4,2,5,경기도,충남,2인 여행(가족 외),7,1,6,summer,1
810,h001493,여,30,1,2,4,7,1,경기도,제주,부모 동반 여행,2,4,7,summer,3
811,h001643,남,40,2,1,8,4,3,서울특별시,제주,2인 가족 여행,2,1,7,summer,3
812,h001690,남,40,2,2,4,10,2,강원도,제주,자녀 동반 여행,2,2,7,summer,3
813,f002717,여,40,2,3,1,3,4,부산광역시,경남,3인 이상 여행(가족 외),3,4,6,summer,2
814,f004148,남,30,2,7,2,1,2,부산광역시,경남,3인 이상 여행(가족 외),7,3,7,summer,1
815,f005101,여,20,1,12,2,2,4,전라남도,경남,부모 동반 여행,2,2,8,summer,2
816,h001330,여,40,2,3,5,3,2,서울특별시,제주,자녀 동반 여행,2,2,6,summer,4
817,g001155,남,30,2,3,6,1,6,서울특별시,전북,자녀 동반 여행,7,2,5,spring,2
818,h001528,여,20,1,3,5,1,4,인천광역시,제주,나홀로 여행,2,0,6,summer,3
819,h005462,여,20,1,12,2,2,4,서울특별시,제주,2인 여행(가족 외),9,1,8,summer,3
820,g004857,남,20,1,7,4,1,4,충청북도,전북,2인 여행(가족 외),5,1,8,summer,1
821,h000125,남,50,2,11,1,2,1,서울특별시,제주,3대 동반 여행(친척 포함),8,4,5,spring,3
822,h006678,여,30,2,2,4,6,4,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1
823,f001900,여,20,1,3,5,1,6,부산광역시,경남,2인 여행(가족 외),7,1,5,spring,1
824,h004244,남,20,1,1,10,1,2,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,4
825,e002468,여,20,1,13,2,4,3,경기도,서울,2인 여행(가족 외),2,1,6,summer,2
826,g002822,여,20,1,3,2,2,4,부산광역시,전남,2인 여행(가족 외),1,1,6,summer,2
827,h001205,여,30,1,3,6,5,6,경기도,제주,나홀로 여행,1,0,6,summer,4
828,h001160,남,20,1,3,4,3,6,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,2
829,h000259,남,20,1,2,4,5,2,제주특별자치도,제주,부모 동반 여행,6,2,5,spring,2
830,h001270,여,20,1,3,5,1,3,서울특별시,제주,3인 이상 여행(가족 외),3,2,6,summer,3
831,h000080,여,30,1,4,3,4,1,서울특별시,제주,나홀로 여행,1,0,5,spring,3
832,h003729,여,20,1,3,4,2,6,충청북도,제주,2인 여행(가족 외),2,1,8,summer,4
833,h000616,여,50,2,4,4,1,1,세종특별자치시,제주,3대 동반 여행(친척 포함),3,3,7,summer,3
834,h001078,여,30,1,2,5,5,4,전라북도,제주,2인 여행(가족 외),2,1,7,summer,4
835,f013037,여,30,1,7,4,2,2,부산광역시,도서 지역,2인 여행(가족 외),2,1,8,summer,2
836,h001865,남,40,2,1,8,1,2,제주특별자치도,제주,3인 이상 여행(가족 외),1,2,7,summer,2
837,h000271,여,30,1,1,6,3,1,서울특별시,제주,2인 여행(가족 외),2,1,5,spring,5
838,h000852,여,20,1,4,4,1,2,부산광역시,제주,2인 여행(가족 외),6,1,6,summer,5
839,h000203,남,20,1,8,6,1,2,서울특별시,제주,3인 이상 여행(가족 외),2,3,6,summer,4
840,h003140,남,20,1,2,6,1,4,경기도,제주,2인 여행(가족 외),2,1,8,summer,5
841,h000724,남,30,1,3,3,3,4,충청남도,제주,나홀로 여행,1,0,6,summer,4
842,h003343,남,30,2,2,5,4,2,부산광역시,제주,2인 가족 여행,3,1,8,summer,4
843,e001133,여,40,2,2,3,3,2,인천광역시,경기,2인 가족 여행,2,1,6,summer,2
844,f005722,여,20,1,12,1,3,4,서울특별시,강원,2인 여행(가족 외),3,1,8,summer,2
845,e004448,남,20,1,2,6,1,2,서울특별시,인천,3인 이상 여행(가족 외),3,4,7,summer,2
846,h000124,여,30,1,3,5,1,6,인천광역시,제주,2인 여행(가족 외),2,1,5,spring,3
847,h000113,여,20,1,3,4,4,3,서울특별시,제주,나홀로 여행,2,0,5,spring,4
848,h000172,남,20,1,3,3,1,3,경상남도,제주,2인 여행(가족 외),2,1,5,spring,5
849,f002688,여,20,1,3,3,6,2,광주광역시,부산,나홀로 여행,2,0,6,summer,2
850,e002624,여,20,1,4,5,1,7,경기도,인천,2인 여행(가족 외),1,1,6,summer,2
851,g002432,여,50,2,2,4,7,1,경기도,전남,자녀 동반 여행,8,2,6,summer,2
852,h002113,남,50,2,2,7,4,2,경기도,제주,3대 동반 여행(친척 포함),3,4,7,summer,5
853,h001131,여,30,2,3,5,5,3,제주특별자치도,제주,2인 가족 여행,2,1,6,summer,3
854,h006438,여,30,1,4,3,1,1,제주특별자치도,제주,2인 여행(가족 외),2,1,9,autumn,1
855,h000245,여,50,2,13,2,3,4,제주특별자치도,제주,2인 가족 여행,10,1,6,summer,2
856,h000267,여,20,1,4,3,2,1,대구광역시,제주,3인 이상 여행(가족 외),3,2,5,spring,4
857,h002159,여,30,1,7,6,5,4,경상북도,도서 지역,3인 이상 여행(가족 외),7,2,7,summer,3
858,h002785,여,30,2,3,4,3,1,제주특별자치도,제주,2인 여행(가족 외),5,1,8,summer,1
859,h001372,여,50,1,3,5,6,2,서울특별시,제주,2인 여행(가족 외),2,1,6,summer,3
860,g002117,여,60,3,3,4,6,3,광주광역시,충남,2인 가족 여행,1,1,6,summer,2
861,h000204,여,30,2,2,4,2,6,서울특별시,제주,2인 가족 여행,1,1,5,spring,3
862,g000363,여,50,2,11,1,2,1,경기도,대전,3인 이상 여행(가족 외),7,3,5,spring,2
863,h004288,여,50,2,5,3,5,5,대구광역시,제주,2인 가족 여행,8,1,8,summer,3
864,g002962,남,40,1,7,6,1,2,전라북도,전남,2인 여행(가족 외),7,1,6,summer,2
865,h001355,여,50,2,3,7,4,2,경기도,제주,2인 여행(가족 외),1,1,6,summer,3
866,h002006,여,40,2,2,4,4,3,경기도,제주,3인 이상 여행(가족 외),2,3,7,summer,4
867,g003231,여,20,1,12,2,1,3,전라남도,전남,2인 가족 여행,2,1,6,summer,2
868,h000638,남,40,1,2,5,3,2,경기도,도서 지역,부모 동반 여행,7,2,6,summer,3
869,h002658,남,40,2,2,5,3,4,제주특별자치도,제주,2인 가족 여행,9,1,8,summer,2
870,h001245,남,30,2,3,3,1,2,제주특별자치도,제주,나홀로 여행,2,0,6,summer,1
871,f001834,남,20,1,3,6,1,5,대구광역시,강원,부모 동반 여행,9,3,5,spring,2
872,h006439,여,40,1,3,4,1,2,제주특별자치도,제주,2인 여행(가족 외),3,1,9,autumn,1
873,h004530,남,20,1,12,1,1,4,경기도,제주,나홀로 여행,6,0,8,summer,5
874,h001161,여,30,1,2,6,1,4,서울특별시,제주,2인 여행(가족 외),1,1,6,summer,4
875,h002819,여,20,1,2,5,2,4,부산광역시,제주,2인 여행(가족 외),3,1,8,summer,4
876,h003386,여,30,1,12,3,3,1,인천광역시,제주,2인 여행(가족 외),3,1,8,summer,4
877,e004707,남,40,2,5,7,1,3,서울특별시,인천,2인 가족 여행,1,1,7,summer,3
878,e001122,여,20,1,2,4,4,1,서울특별시,경기,2인 여행(가족 외),3,1,5,spring,2
879,h000617,남,20,1,3,4,2,2,서울특별시,제주,2인 여행(가족 외),7,1,6,summer,3
880,h001054,남,20,1,12,1,2,4,전라남도,제주,2인 여행(가족 외),2,1,6,summer,4
881,g004885,여,30,2,2,1,4,4,경기도,충남,자녀 동반 여행,3,3,8,summer,2
882,h002347,여,20,1,1,2,5,3,경기도,제주,2인 여행(가족 외),1,1,7,summer,5
883,e013070,남,60,2,1,7,2,2,서울특별시,도서 지역,2인 가족 여행,2,1,9,autumn,1
884,h003419,여,30,1,5,4,1,1,제주특별자치도,제주,나홀로 여행,6,0,8,summer,1
885,h001705,여,60,2,1,3,2,2,제주특별자치도,제주,2인 여행(가족 외),1,1,7,summer,3
886,h006283,남,40,1,2,5,1,2,경기도,도서 지역,나홀로 여행,1,0,9,autumn,1
887,h002327,남,40,2,7,6,1,6,경기도,제주,나홀로 여행,1,0,7,summer,3
888,f000955,남,30,1,4,4,1,2,서울특별시,경남,2인 여행(가족 외),1,1,5,spring,2
889,g003048,남,30,1,7,6,1,1,전라남도,전남,2인 여행(가족 외),2,1,7,summer,2
890,h001935,여,40,2,3,4,1,1,서울특별시,제주,나홀로 여행,4,0,7,summer,3
891,h006533,여,50,2,3,4,1,3,제주특별자치도,제주,3대 동반 여행(친척 포함),1,2,9,autumn,1
892,h002099,남,20,1,12,2,4,2,경기도,제주,3인 이상 여행(가족 외),3,3,7,summer,5
893,h000673,여,20,1,3,4,3,2,경기도,제주,3인 이상 여행(가족 외),2,2,6,summer,4
894,h001255,여,20,1,12,2,6,5,서울특별시,제주,3인 이상 여행(가족 외),2,2,6,summer,4
895,f003346,여,20,1,3,4,4,2,경상남도,경남,2인 여행(가족 외),2,1,6,summer,1
896,h000763,여,50,2,3,5,2,2,경상남도,제주,2인 여행(가족 외),1,1,6,summer,3
897,e001288,여,40,2,3,3,2,4,부산광역시,서울,3대 동반 여행(친척 포함),1,3,5,spring,3
898,h002277,남,40,1,13,5,2,2,경기도,제주,2인 여행(가족 외),2,1,7,summer,4
899,e002588,여,30,1,3,5,1,2,울산광역시,서울,나홀로 여행,8,0,6,summer,1
900,h005580,여,20,1,12,2,2,3,인천광역시,제주,2인 여행(가족 외),2,1,8,summer,3
901,h004911,여,50,4,4,3,2,2,서울특별시,제주,2인 가족 여행,1,1,8,summer,5
902,g004099,여,50,2,2,2,4,2,경기도,충남,자녀 동반 여행,8,3,7,summer,2
903,e000867,남,30,2,3,7,1,1,경기도,경기,3인 이상 여행(가족 외),7,2,5,spring,1
904,e002435,남,50,2,1,3,1,2,인천광역시,서울,나홀로 여행,8,0,6,summer,1
905,h001695,여,20,1,12,3,4,5,광주광역시,제주,3인 이상 여행(가족 외),1,2,7,summer,3
906,h003451,여,30,1,2,4,4,2,경기도,제주,2인 여행(가족 외),1,1,8,summer,4
907,h004362,남,20,1,12,2,5,2,전라북도,제주,3인 이상 여행(가족 외),3,3,8,summer,4
908,g004042,여,20,1,12,3,4,6,서울특별시,전남,3인 이상 여행(가족 외),3,2,8,summer,2
909,g001558,여,40,2,11,2,2,4,인천광역시,충북,3인 이상 여행(가족 외),3,3,6,summer,2
910,g002489,남,30,2,3,4,2,1,광주광역시,전남,2인 가족 여행,9,1,6,summer,2
911,h003278,남,50,2,3,8,4,1,충청북도,제주,2인 여행(가족 외),7,1,8,summer,1
912,e004152,여,50,2,11,6,6,4,경기도,인천,자녀 동반 여행,2,3,7,summer,2
913,h001481,남,30,1,12,2,4,2,강원도,제주,2인 여행(가족 외),3,1,6,summer,4
914,e002966,여,40,1,4,3,1,1,경기도,인천,나홀로 여행,2,0,6,summer,2
915,h001955,남,20,1,3,4,4,1,전라북도,제주,2인 여행(가족 외),2,1,7,summer,3
916,e003385,여,20,1,12,1,3,6,경기도,인천,3인 이상 여행(가족 외),3,2,6,summer,2
917,h001326,여,30,1,2,1,1,6,강원도,제주,3인 이상 여행(가족 외),10,3,6,summer,4
918,g002229,남,50,2,4,4,1,1,경기도,충북,2인 가족 여행,8,1,6,summer,2
919,h005309,여,30,1,12,1,4,4,경상남도,제주,2인 여행(가족 외),3,1,8,summer,4
920,g003330,여,20,1,2,4,2,2,대구광역시,전남,2인 여행(가족 외),1,1,7,summer,2
921,h001252,여,20,1,2,3,1,1,대구광역시,제주,2인 가족 여행,1,1,6,summer,3
922,e001272,여,20,2,2,4,10,1,부산광역시,서울,3인 이상 여행(가족 외),1,2,5,spring,2
923,h003058,여,20,1,2,2,1,3,서울특별시,제주,2인 여행(가족 외),2,1,8,summer,5
924,h002721,여,30,1,2,4,2,2,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,4
925,g002640,남,30,1,13,4,1,1,인천광역시,충남,3인 이상 여행(가족 외),1,3,6,summer,2
926,h005763,남,20,1,2,5,7,5,제주특별자치도,제주,나홀로 여행,2,0,9,autumn,2
927,h005390,남,30,1,2,4,11,6,경기도,제주,2인 여행(가족 외),10,1,8,summer,3
928,h002039,여,40,1,2,4,1,1,경기도,제주,2인 여행(가족 외),1,1,7,summer,4
929,g005458,여,30,1,4,3,8,4,전라북도,전남,2인 여행(가족 외),3,1,8,summer,2
930,h001124,남,50,2,4,7,1,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,3
931,f007553,남,20,1,3,6,5,4,서울특별시,부산,2인 여행(가족 외),1,1,8,summer,2
932,h000799,남,40,2,2,6,2,2,제주특별자치도,제주,자녀 동반 여행,7,3,7,summer,1
933,f003520,남,40,2,13,4,10,4,부산광역시,경남,3인 이상 여행(가족 외),3,3,7,summer,1
934,h005345,여,30,1,12,1,5,2,경기도,제주,2인 여행(가족 외),1,1,8,summer,3
935,h000286,여,20,1,2,3,1,4,부산광역시,제주,나홀로 여행,1,0,6,summer,4
936,f005087,남,50,2,3,2,2,5,경상남도,경남,3인 이상 여행(가족 외),3,2,8,summer,2
937,h000898,여,50,2,1,6,5,1,서울특별시,제주,자녀 동반 여행,2,2,6,summer,4
938,h001663,여,30,1,2,4,3,4,부산광역시,제주,나홀로 여행,1,0,7,summer,5
939,h003642,여,30,1,4,3,2,1,서울특별시,제주,2인 여행(가족 외),7,1,8,summer,3
940,h003135,남,30,2,11,3,3,1,경상북도,제주,자녀 동반 여행,3,2,8,summer,4
941,e006553,남,40,1,4,4,1,1,서울특별시,인천,2인 여행(가족 외),1,1,8,summer,1
942,h000076,여,20,1,13,5,1,5,서울특별시,제주,나홀로 여행,1,0,5,spring,3
943,h003560,남,50,2,2,5,4,6,제주특별자치도,제주,자녀 동반 여행,2,3,8,summer,3
944,h002387,남,30,1,4,2,1,6,서울특별시,제주,3대 동반 여행(친척 포함),1,2,7,summer,4
945,h004712,여,20,1,12,1,2,1,울산광역시,제주,2인 여행(가족 외),2,1,8,summer,3
946,f002532,남,40,1,3,6,1,1,경기도,강원,3인 이상 여행(가족 외),6,4,6,summer,2
947,h003872,여,30,2,3,1,1,1,서울특별시,제주,나홀로 여행,4,0,8,summer,3
948,e004186,여,40,2,3,2,6,3,서울특별시,인천,자녀 동반 여행,9,3,7,summer,2
949,f002780,남,50,2,7,5,1,3,경상남도,경북,자녀 동반 여행,3,2,6,summer,2
950,h005518,남,30,1,12,3,1,1,인천광역시,제주,2인 여행(가족 외),1,1,8,summer,3
951,h003273,여,30,2,4,4,1,3,제주특별자치도,제주,자녀 동반 여행,3,2,8,summer,1
952,h005288,남,50,2,13,4,1,4,제주특별자치도,제주,2인 여행(가족 외),6,1,8,summer,1
953,h002610,여,50,1,2,4,4,2,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,7,summer,1
954,h005037,남,30,1,12,2,4,4,경상북도,제주,2인 여행(가족 외),3,1,8,summer,3
955,g000279,여,30,2,3,4,4,3,서울특별시,전북,3인 이상 여행(가족 외),8,5,5,spring,3
956,h003322,남,20,1,12,1,4,5,대구광역시,제주,2인 여행(가족 외),1,1,8,summer,3
957,h000723,여,30,1,2,4,1,1,인천광역시,제주,2인 여행(가족 외),10,1,6,summer,3
958,f000957,여,40,2,2,5,6,3,충청북도,강원,자녀 동반 여행,2,3,5,spring,2
959,h005198,여,30,1,3,4,1,1,서울특별시,제주,2인 여행(가족 외),3,1,8,summer,3
960,h002629,여,40,2,3,5,3,1,경기도,제주,자녀 동반 여행,3,2,8,summer,5
961,h002129,여,20,1,2,4,2,1,경기도,제주,부모 동반 여행,2,2,8,summer,4
962,h000597,여,50,4,2,4,1,1,광주광역시,제주,2인 여행(가족 외),3,1,6,summer,3
963,h002466,여,30,2,2,6,4,2,서울특별시,제주,자녀 동반 여행,2,2,7,summer,4
964,g004159,남,20,1,2,3,1,1,서울특별시,전북,2인 여행(가족 외),2,1,7,summer,2
965,h000340,여,20,1,12,1,3,4,울산광역시,제주,2인 여행(가족 외),1,1,5,spring,3
966,h001914,남,20,1,10,2,4,5,경기도,제주,나홀로 여행,4,0,7,summer,4
967,g002972,여,50,2,5,2,4,2,서울특별시,충북,2인 여행(가족 외),1,1,6,summer,2
968,h004124,여,20,1,12,1,2,3,서울특별시,제주,나홀로 여행,1,0,8,summer,3
969,h005113,여,30,1,12,1,1,3,경기도,제주,2인 여행(가족 외),1,1,8,summer,3
970,h006127,남,30,1,3,5,3,2,인천광역시,도서 지역,2인 여행(가족 외),2,1,9,autumn,1
971,h005212,여,20,1,12,3,5,5,경기도,제주,3인 이상 여행(가족 외),3,3,8,summer,4
972,h001293,여,40,2,11,1,4,1,충청남도,제주,2인 가족 여행,3,1,6,summer,4
973,h001218,여,20,1,5,4,2,3,경기도,제주,나홀로 여행,1,0,6,summer,3
974,e001139,여,40,2,11,5,3,3,서울특별시,경기,자녀 동반 여행,7,3,5,spring,1
975,g005255,여,40,2,7,3,1,4,광주광역시,전남,부모 동반 여행,2,5,8,summer,3
976,f000861,남,30,1,2,4,3,4,인천광역시,경북,2인 여행(가족 외),2,1,5,spring,3
977,f001575,여,20,1,3,5,5,4,경기도,강원,2인 가족 여행,1,1,5,spring,2
978,h000627,남,30,1,12,2,5,6,경상남도,제주,2인 여행(가족 외),2,1,6,summer,4
979,h001404,여,20,1,2,4,1,1,서울특별시,제주,2인 여행(가족 외),3,1,6,summer,5
980,f004925,여,40,2,4,3,2,2,경상남도,경남,자녀 동반 여행,3,1,7,summer,1
981,h003265,남,30,2,2,5,6,6,제주특별자치도,제주,자녀 동반 여행,6,1,8,summer,1
982,e004502,여,30,1,13,1,5,1,서울특별시,인천,3인 이상 여행(가족 외),1,3,7,summer,1
983,f007635,여,20,1,12,3,4,1,서울특별시,강원,3인 이상 여행(가족 외),3,2,8,summer,2
984,h000073,남,30,1,13,3,1,7,경기도,제주,나홀로 여행,5,0,5,spring,3
985,h004184,남,30,1,12,2,6,2,대전광역시,제주,2인 여행(가족 외),3,1,8,summer,3
986,h001287,남,40,2,2,6,1,3,제주특별자치도,제주,2인 가족 여행,1,1,6,summer,1
987,h003571,여,20,1,3,4,6,1,서울특별시,제주,2인 여행(가족 외),1,1,8,summer,3
988,e003461,여,20,1,4,4,4,2,서울특별시,인천,2인 가족 여행,2,1,6,summer,2
989,h000233,여,30,1,2,4,10,2,서울특별시,제주,2인 여행(가족 외),1,1,5,spring,3
990,e001368,남,40,1,3,5,4,3,경기도,서울,2인 여행(가족 외),2,1,5,spring,1
991,g003263,남,40,2,3,7,6,4,광주광역시,전남,자녀 동반 여행,3,6,6,summer,2
992,h006340,남,50,2,3,5,1,2,서울특별시,도서 지역,자녀 동반 여행,1,2,9,autumn,2
993,f002085,여,40,2,3,2,2,6,대전광역시,경북,2인 가족 여행,2,1,5,spring,2
994,h002140,남,20,1,12,1,5,1,부산광역시,제주,2인 여행(가족 외),3,1,7,summer,3
995,g002812,여,20,2,2,5,2,4,경기도,광주,부모 동반 여행,2,2,6,summer,2
996,h003218,남,20,1,12,1,4,2,서울특별시,제주,나홀로 여행,2,0,8,summer,4
997,h002027,남,40,2,7,6,5,3,충청남도,제주,3대 동반 여행(친척 포함),3,6,7,summer,5
998,h005831,여,20,1,12,1,3,2,서울특별시,제주,나홀로 여행,4,0,8,summer,3
999,e001398,여,30,2,2,4,6,3,경기도,경기,2인 가족 여행,6,1,5,spring,2
1000,h001668,여,40,1,2,4,2,5,서울특별시,제주,나홀로 여행,7,0,6,summer,5
1001,h000150,여,50,2,1,5,1,1,제주특별자치도,제주,3인 이상 여행(가족 외),3,2,6,summer,2
1002,g002739,남,40,2,1,5,1,1,경기도,충남,자녀 동반 여행,7,3,7,summer,2
1003,h002592,남,50,2,2,11,2,4,경기도,제주,자녀 동반 여행,2,1,8,summer,5
1004,h002014,여,20,1,12,1,2,6,경상북도,제주,나홀로 여행,1,0,7,summer,3
1005,g005261,남,50,2,3,5,2,6,전라북도,충남,3대 동반 여행(친척 포함),1,7,8,summer,2
1006,f004804,남,30,1,3,4,3,6,경기도,강원,부모 동반 여행,1,4,7,summer,2
1007,h006394,여,20,1,2,4,6,2,경기도,도서 지역,2인 여행(가족 외),2,1,9,autumn,2
1008,f005826,남,30,1,2,4,1,1,경상남도,경남,2인 여행(가족 외),9,1,9,autumn,2
1009,h006470,남,40,2,13,4,2,2,제주특별자치도,제주,자녀 동반 여행,3,2,9,autumn,1
1010,e002752,남,30,2,2,6,6,1,서울특별시,인천,2인 가족 여행,3,1,6,summer,2
1011,f006535,남,20,1,12,2,4,2,서울특별시,강원,2인 여행(가족 외),1,1,8,summer,2
1012,f003487,남,40,1,3,5,1,4,부산광역시,경남,2인 여행(가족 외),2,1,6,summer,1
1013,h000221,남,40,2,7,6,8,3,경기도,제주,3인 이상 여행(가족 외),2,2,5,spring,6
1014,h000194,여,20,1,3,4,1,6,대구광역시,제주,나홀로 여행,5,0,6,summer,4
1015,h000212,여,40,2,11,3,2,3,대구광역시,제주,자녀 동반 여행,3,5,5,spring,7
1016,h002046,남,40,1,13,5,1,2,서울특별시,제주,2인 여행(가족 외),1,1,7,summer,3
